0.06203559702782098 0.07395887333678935 0.0924485916709867 0.279419388284085 0.492137549680318 
share 0.0003760199541255656 0.00023773773773773772 5.863268576789274e-05 0.003864935064935065 0.005807718951953462 
not 0.002907887645237707 0.003566066066066066 0.0037134034319665403 0.0038441558441558443 0.0016939180276530931 
billion 0.0020555757492197587 0.001001001001001001 0.004172692803815033 0.0011064935064935065 0.00524782447782723 
1986 0.0016920897935650452 0.0011761761761761762 0.0005960989719735762 0.0011376623376623378 0.006875314347533143 
Shr 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.009228769086233239 
as 0.003923141521376734 0.0031281281281281283 0.003938162060743463 0.002992207792207792 0.0017888153961490647 
or 0.0012533998470852187 0.0017267267267267268 0.0012410585154203964 0.0034077922077922077 0.0038575780293612456 
Inc 0.000739505909780279 0.00025025025025025025 0.0002149865144822734 0.006685714285714285 0.001888457633069835 
shares 0.00021307797400448716 5.005005005005005e-05 4.8860571473243954e-05 0.006831168831168831 0.001822029475122655 
which 0.002494265695699585 0.002177177177177177 0.002276902630653168 0.0035376623376623378 0.0018077948698482591 
he 0.00360979155960543 0.00254004004004004 0.004250869718172224 0.0022181818181818184 0.0012289209220228323 
Revs 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.007330821716313806 
had 0.0023187897171076544 0.0015015015015015015 0.003224797717234101 0.002825974025974026 0.0014092259221651783 
Corp 0.00120326385320181 0.0002127127127127127 0.00011726537153578548 0.0050701298701298705 0.0017223872382018846 
net 0.00032588396024215685 0.00013763763763763765 0.00016612594300902944 0.0004051948051948052 0.0062347571101853344 
about 0.00240652770640362 0.0013638638638638638 0.001905562287456514 0.002961038961038961 0.0016749385539538988 
oil 0.014301292255242345 0.00037537537537537537 0.0002052144001876246 0.00032727272727272726 0.0005693842109758296 
stock 0.00032588396024215685 0.00013763763763763765 0.000420200914669898 0.0038545454545454547 0.0025527392125416363 
have 0.002481731697228733 0.003415915915915916 0.00274596411679631 0.0022025974025974026 0.0008540763164637445 
are 0.0024566637002870284 0.003265765765765766 0.0027264198882070126 0.0019584415584415586 0.0010818300008540763 
were 0.003158567614654751 0.002902902902902903 0.0022964468592424655 0.001761038961038961 0.001300093948394811 
also 0.002017973753807202 0.0015515515515515516 0.0019739670875190555 0.0025350649350649353 0.0016180001328563159 
last 0.003171101613125603 0.0026776776776776777 0.002237814173474573 0.001174025974025974 0.0015041232906611499 
QTR 6.266999235426093e-05 1.2512512512512513e-05 9.77211429464879e-06 1.0389610389610389e-05 0.005741290794006282 
this 0.0021809157339282804 0.003228228228228228 0.002931634288394637 0.0010337662337662338 0.0011719825009252494 
one 0.0017672937843901584 0.0013513513513513514 0.0017394363444474847 0.0016883116883116883 0.001978610133141008 
per 0.0016670217966233407 0.0017642642642642643 0.00026384708595551733 0.0014181818181818182 0.002642891712612809 
April 0.0005765639296592006 0.0011636636636636636 0.0007622249149826057 0.0007584415584415584 0.003629824344970914 
market 0.0014915458180314101 0.0018768768768768769 0.005188992690458508 0.001007792207792208 0.0006310675004982111 
TO 0.0013787398317937406 0.0016516516516516516 0.001074932572411367 0.003064935064935065 0.0007734135532421686 
March 0.0011781958562601055 0.0011261261261261261 0.0011335652581792597 0.0012883116883116883 0.0025479943441168375 
but 0.002218517729340837 0.0020645645645645644 0.002218269944885275 0.0014181818181818182 0.000972698027083709 
It 0.0013912738302645927 0.0010135135135135136 0.0010553883438220693 0.002348051948051948 0.0013997361853155812 
two 0.001215797851672662 0.0015515515515515516 0.0015049056013759137 0.0015012987012987013 0.0016939180276530931 
offer 0.0002757479663587481 0.0012887887887887888 0.00014658171441973185 0.004368831168831169 0.0001423460527439574 
31 0.0001754759785919306 0.0003003003003003003 0.00024430285736621975 0.00046753246753246754 0.003957220266282016 
INC 2.5067996941704373e-05 1.2512512512512513e-05 9.77211429464879e-06 0.0003948051948051948 0.004104311187450772 
quarter 0.0005765639296592006 8.758758758758758e-05 0.00025407497166086854 0.00027012987012987015 0.0037816601345644686 
been 0.001754759785919306 0.0019644644644644643 0.001817613258804675 0.0015324675324675326 0.000711730263719787 
NET 1.2533998470852187e-05 1.2512512512512513e-05 1.954422858929758e-05 1.0389610389610389e-05 0.004341554608690701 
1987 0.000877379892959653 0.0016016016016016017 0.00038111245749130284 0.00046753246753246754 0.002714064738984788 
Bank 0.0003760199541255656 5.005005005005005e-05 0.004759019661493961 0.0011584415584415585 0.0006642815794718012 
up 0.0019553037614529413 0.0015640640640640642 0.0015537661728491576 0.0012727272727272728 0.0008445865796141473 
Co 0.0007896419036636877 0.0002002002002002002 0.0002149865144822734 0.0027272727272727275 0.0010248915797564935 
than 0.0014163418272062972 0.002227227227227227 0.001358323886956182 0.0010597402597402597 0.0009299942112605217 
tonnes 0.00031334996177130467 0.00980980980980981 9.77211429464879e-06 3.6363636363636364e-05 6.168328952238155e-05 
Oper 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.0039050267136092314 
more 0.0013160698394394795 0.001976976976976977 0.001583082515733104 0.0013038961038961039 0.000645302105772607 
1985 0.0007019039143677224 0.0007257257257257257 0.0005374662862056835 0.00023376623376623377 0.0027852377653567665 
they 0.0013662058333228882 0.0018893893893893894 0.0023550795450103584 0.0012935064935064935 0.00023249855281513043 
dollar 0.00016294198012107842 3.7537537537537536e-05 0.006576632920298636 4.675324675324675e-05 0.0002894369739127134 
10 0.0006517679204843137 0.0008133133133133133 0.0006742758863307665 0.0007064935064935065 0.0020213139489641953 
new 0.001278467844026923 0.0009009009009009009 0.0012215142868310987 0.0012 0.0010154018429068962 
other 0.0010277878746098794 0.001001001001001001 0.0012703748583043426 0.0015584415584415584 0.0006880059215957941 
after 0.0016043518042690799 0.0004004004004004004 0.001446272915608021 0.0008311688311688312 0.001266879869421221 
He 0.001880099770627828 0.0007757757757757758 0.0018078411445100263 0.0008831168831168831 0.0007971378953661615 
bank 0.00023814597094619155 2.5025025025025026e-05 0.0038893014892702185 0.0007896103896103896 0.0007307097374189814 
prices 0.004136219495381221 0.0021646646646646646 0.0005667826290896298 0.0002961038961038961 0.0005029560530286495 
common 7.520399082511312e-05 7.507507507507507e-05 0.00015635382871438065 0.0025246753246753245 0.0009821877639333062 
In 0.001015253876139027 0.001026026026026026 0.0010065277723488254 0.0012623376623376622 0.0009821877639333062 
stg 0.00021307797400448716 0.0002752752752752753 0.003908845717859516 0.00034285714285714285 0.0009347390796853204 
earnings 0.00020054397553363499 3.7537537537537536e-05 2.931634288394637e-05 0.00035324675324675326 0.0028184518443303565 
agreement 0.0005138939373049397 0.0008758758758758759 0.00121174217253645 0.002062337662337662 0.00022775368439033187 
dlr 0.0007645739067219834 0.00015015015015015014 0.0003127076574287613 0.0011688311688311688 0.001627489869705913 
Ltd 0.0005514959327174962 3.7537537537537536e-05 0.00012703748583043427 0.0022025974025974026 0.0008872903954373346 
price 0.002168381735457428 0.0014014014014014013 0.0004299730289645468 0.001387012987012987 0.0003368856581606992 
Avg 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.00314110289721666 
4TH 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.003112633686667869 
group 0.00041362194953812215 0.00012512512512512512 0.0001074932572411367 0.0021766233766233765 0.0008730557901629387 
sales 0.00042615594800897433 0.0011886886886886888 0.0004104288003752492 0.0008415584415584416 0.0015231027643603443 
shrs 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 1.0389610389610389e-05 0.003065185002419883 
sale 0.0001880099770627828 0.00033783783783783786 5.863268576789274e-05 0.0018233766233766234 0.0011292786851020622 
three 0.0008523118960179487 0.0008383383383383384 0.0007426806863933081 0.0007012987012987013 0.0013427977642179983 
first 0.000877379892959653 0.0005755755755755755 0.0006840480006254153 0.0004051948051948052 0.0017318769750514819 
CORP 1.2533998470852187e-05 3.7537537537537536e-05 9.77211429464879e-06 0.0004467532467532468 0.0025242700019928446 
exchange 0.0002506799694170437 0.0003128128128128128 0.004250869718172224 0.00048311688311688313 0.00023249855281513043 
expected 0.0009525838837847662 0.000975975975975976 0.0011921979439471523 0.0008519480519480519 0.0008398417111893488 
told 0.00120326385320181 0.0009509509509509509 0.0013387796583668842 0.0009714285714285714 0.0005598944741262324 
A 0.0011907298547309576 0.0009384384384384384 0.000791541257866552 0.0011896103896103895 0.0006310675004982111 
today 0.0013662058333228882 0.0006506506506506507 0.002140093030528085 0.0008519480519480519 0.0003226510528863035 
five 0.0007520399082511312 0.0006881881881881882 0.0005863268576789274 0.0006649350649350649 0.001456674606413164 
NOTE: 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.00287539026542794 
could 0.0011656618577892534 0.0014014014014014013 0.0013680960012508307 0.001012987012987013 0.000327395921311102 
their 0.0010528558715515836 0.0011136136136136135 0.0018078411445100263 0.0010285714285714286 0.0002467331580895262 
total 0.0007771079051928356 0.0013763763763763764 0.0006449595434468202 0.0011480519480519481 0.000654791842622204 
operations 0.0003760199541255656 0.00018768768768768769 0.00019544228589297581 0.000638961038961039 0.0019359063173178207 
cash 0.0002882819648296003 0.0006131131131131132 0.00022475862877692216 0.0018545454545454546 0.0006832610531709956 
interest 0.0004637579434215309 0.0002127127127127127 0.001671031544384943 0.0010805194805194806 0.0007496892111181757 
wheat 2.5067996941704373e-05 0.0072947947947947945 1.954422858929758e-05 5.194805194805194e-06 4.74486842479858e-06 
dividend 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 0.00011428571428571428 0.002652381449462406 
against 0.0006893699158968703 0.000925925925925926 0.0020716882304655437 0.0003896103896103896 0.000792393026941363 
board 8.77379892959653e-05 0.0003128128128128128 0.00012703748583043427 0.0017870129870129871 0.000915759605986126 
20 0.0005640299311883484 0.0006881881881881882 0.00023453074307157096 0.0008051948051948052 0.001423460527439574 
15 0.00031334996177130467 0.00047547547547547545 0.0004495172575538443 0.0004155844155844156 0.0018267743435474535 
Sales 1.2533998470852187e-05 0.00012512512512512512 9.77211429464879e-06 3.6363636363636364e-05 0.002600187896789622 
shr 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.002652381449462406 
shareholders 3.760199541255656e-05 3.7537537537537536e-05 9.77211429464879e-06 0.0019272727272727273 0.0008778006585877374 
includes 6.266999235426093e-05 6.256256256256256e-05 9.77211429464879e-06 0.0003116883116883117 0.002320240659726506 
if 0.0009525838837847662 0.0012387387387387387 0.001358323886956182 0.0009038961038961039 0.000327395921311102 
rate 0.0004637579434215309 0.00032532532532532533 0.0036059101747254038 9.87012987012987e-05 0.0004982111846038509 
all 0.0007896419036636877 0.0006881881881881882 0.0004886057147324395 0.0015376623376623377 0.00042229328980707365 
30 0.00042615594800897433 0.0006006006006006006 0.00034202400031270767 0.0006961038961038961 0.0014282053958643726 
no 0.001077923868493288 0.000975975975975976 0.0009088066294023375 0.0010961038961038961 0.000384334342408685 
over 0.0010403218730807315 0.0011136136136136135 0.0008697181722237423 0.0008519480519480519 0.0005836188162502253 
prior 6.266999235426093e-05 0.0001001001001001001 1.954422858929758e-05 0.00014545454545454546 0.002381923949248887 
tax 0.001215797851672662 0.00017517517517517516 0.0005276941719110347 0.00011428571428571428 0.0016607039486795031 
six 0.00041362194953812215 0.00028778778778778776 0.0010456162295274206 0.00042597402597402596 0.0013617772379171925 
some 0.0011029918654349923 0.0011136136136136135 0.0014169565727240746 0.0006649350649350649 0.0003890792108334836 
Year 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.0025005456598688517 
foreign 0.0010904578669641402 0.0002127127127127127 0.0025309776023140365 0.00042597402597402596 0.0003179061844615049 
government 0.0014414098241480014 0.001388888888888889 0.0013290075440722355 0.0005714285714285715 0.0001233665790447631 
made 0.0005514959327174962 0.0009134134134134134 0.0005960989719735762 0.0010961038961038961 0.0005029560530286495 
agreed 0.0005640299311883484 0.00022522522522522523 0.0009283508579916351 0.0016 0.00013760118431915884 
production 0.00309589762230049 0.0017392392392392392 7.817691435719032e-05 0.0002077922077922078 0.0002657126317887205 
week 0.0013035358409686274 0.0017642642642642643 0.001162881601063206 0.000503896103896104 0.00013285631589436025 
stake 8.77379892959653e-05 1.2512512512512513e-05 9.77211429464879e-06 0.0022233766233766233 0.00022300881596553328 
investment 0.00031334996177130467 0.00015015015015015014 0.0002931634288394637 0.0014701298701298702 0.0006310675004982111 
But 0.001002719877668175 0.0007132132132132132 0.0018567017159832702 0.0004103896103896104 0.0003606100002846921 
div 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.0022633022386289226 
yen 0.00010027198776681749 2.5025025025025026e-05 0.0038599851463862723 7.272727272727273e-05 0.000294181842337512 
gain 6.266999235426093e-05 3.7537537537537536e-05 9.772114294648791e-05 0.00022857142857142857 0.0019833550015658065 
business 0.00015040798165022625 0.00022522522522522523 0.00039088457178595163 0.0011844155844155844 0.000858821184888543 
under 0.0006643019189551659 0.0015765765765765765 0.00037134034319665404 0.0009766233766233766 0.00034637539501029634 
LOSS 1.2533998470852187e-05 1.2512512512512513e-05 2.931634288394637e-05 5.194805194805194e-06 0.0022348330280801314 
merger 5.0135993883408747e-05 3.7537537537537536e-05 9.77211429464879e-06 0.0022805194805194805 0.00013285631589436025 
because 0.001077923868493288 0.0010885885885885886 0.0008794902865183911 0.0005454545454545455 0.00047448684247985805 
IN 0.0008147099006053922 0.0007382382382382383 0.0004886057147324395 0.0009974025974025973 0.00047448684247985805 
May 0.00015040798165022625 0.0006006006006006006 0.00011726537153578548 0.00028571428571428574 0.001584786053882726 
four 0.000538961934246644 0.0005255255255255255 0.0004104288003752492 0.0004779220779220779 0.0011482581588012565 
rates 0.00012533998470852186 0.00028778778778778776 0.003693859203377243 4.675324675324675e-05 0.00018979473699194321 
into 0.0007269719113094268 0.0006631631631631631 0.0007622249149826057 0.0009974025974025973 0.0003653548687094907 
between 0.0006141659250717571 0.001539039039039039 0.001026072000938123 0.000638961038961039 0.0002657126317887205 
Record 1.2533998470852187e-05 3.7537537537537536e-05 9.77211429464879e-06 5.194805194805194e-06 0.002125701054309764 
current 0.0005138939373049397 0.0008758758758758759 0.0013680960012508307 0.00045714285714285713 0.0005409150004270382 
record 8.77379892959653e-05 0.0006006006006006006 0.0005276941719110347 0.00012467532467532467 0.0015136130275107472 
increase 0.0009149818883722096 0.000513013013013013 0.0004006566860806004 0.0004103896103896104 0.001029636448181292 
trade 0.0005514959327174962 0.0015640640640640642 0.002237814173474573 0.00014025974025974025 9.964223692077019e-05 
American 0.00042615594800897433 0.00022522522522522523 0.00015635382871438065 0.0014753246753246754 0.00043652789508146937 
banks 0.0003634859556547134 2.5025025025025026e-05 0.002149865144822734 0.0005090909090909091 0.00044601763193106655 
YEAR 0.00010027198776681749 5.005005005005005e-05 3.908845717859516e-05 5.194805194805194e-06 0.0020213139489641953 
acquisition 3.760199541255656e-05 2.5025025025025026e-05 9.77211429464879e-06 0.0018857142857142857 0.00034637539501029634 
any 0.0007269719113094268 0.0008883883883883883 0.0006938201149200641 0.0009038961038961039 0.0002846921054879148 
buy 0.00020054397553363499 0.0005255255255255255 0.0002931634288394637 0.0016311688311688311 0.000147090921168756 
major 0.0004637579434215309 0.0008758758758758759 0.0016514873157956456 0.0003948051948051948 0.000384334342408685 
Japan 0.0001880099770627828 0.00045045045045045046 0.00299026697416253 0.0003064935064935065 8.066276322157587e-05 
companies 0.0012283318501435142 0.00015015015015015014 0.00017589805730367823 0.0012675324675324676 0.0002846921054879148 
around 0.0007269719113094268 0.0005755755755755755 0.0022573584020638706 0.00024935064935064933 0.00023249855281513043 
added 0.001065389870022436 0.0006756756756756757 0.0008013133721612008 0.0005714285714285715 0.0004792317109046566 
reported 0.0004386899464798265 0.0005255255255255255 0.00011726537153578548 0.000374025974025974 0.0012716247378460196 
meeting 0.0008272438990762443 0.00045045045045045046 0.0009576672008755814 0.0006701298701298702 0.00047448684247985805 
report 0.0011907298547309576 0.001151151151151151 0.0005960989719735762 0.00022857142857142857 0.0006215777636486141 
spokesman 0.0008648458944888009 0.0005255255255255255 0.0004690614861431419 0.0010545454545454545 0.0002419882896647276 
February 0.0012910018424977753 0.0006381381381381381 0.0010553883438220693 0.0002753246753246753 0.0004602522372054623 
OF 0.0001880099770627828 0.0004004004004004004 0.0007817691435719033 0.0010441558441558441 0.00039856894768308074 
33 0.0012283318501435142 0.0012762762762762762 0.0003322518860180589 0.000748051948051948 
months 0.000739505909780279 0.00043793793793793793 0.0004983778290270883 0.0003012987012987013 0.0009442288165349175 
Pay 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 2.5974025974025975e-05 0.0018694781593706408 
may 0.0006266999235426093 0.0009634634634634635 0.0007133643435093617 0.0007116883116883117 0.0003036715791871091 
company's 0.00022561197247533937 2.5025025025025026e-05 9.77211429464879e-06 0.0009454545454545454 0.0009347390796853204 
now 0.0007144379128385746 0.0007007007007007007 0.0010162998866434742 0.0006337662337662338 0.0002894369739127134 
earlier 0.0005890979281300528 0.0006256256256256256 0.0005374662862056835 0.0004883116883116883 0.0007259648689941828 
official 0.0012408658486143666 0.001463963963963964 0.0012312864011257475 0.00021818181818181818 6.642815794718012e-05 
unit 0.00023814597094619155 6.256256256256256e-05 5.863268576789274e-05 0.0012415584415584415 0.0006120880267990169 
Group 0.00011280598623766968 2.5025025025025026e-05 0.00034202400031270767 0.0012831168831168832 0.00045550736878066374 
SETS 2.5067996941704373e-05 6.256256256256256e-05 0.00034202400031270767 0.00017662337662337663 0.001480398948537157 
outstanding 3.760199541255656e-05 3.7537537537537536e-05 8.794902865183911e-05 0.0015064935064935064 0.00039382407925828215 
12 0.00022561197247533937 0.00023773773773773772 0.00012703748583043427 0.00027012987012987015 0.001357032369492394 
ended 0.0003760199541255656 0.0003128128128128128 7.817691435719032e-05 0.0003012987012987013 0.0012573901325716238 
expects 0.00015040798165022625 0.0001001001001001001 0.0002149865144822734 0.0004103896103896104 0.0012526452641468252 
statement 0.000739505909780279 0.00022522522522522523 0.00034202400031270767 0.0009558441558441558 0.00041754842138227506 
FOR 0.00041362194953812215 0.0009884884884884884 0.00018567017159832702 0.0010441558441558441 0.0002419882896647276 
Qtly 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.0017840705277242662 
there 0.0009525838837847662 0.0008008008008008008 0.0010847046867060158 0.00042597402597402596 0.00022300881596553328 
further 0.0003634859556547134 0.000487987987987988 0.0016221709729116992 0.00045194805194805196 0.0002799472370631162 
assets 6.266999235426093e-05 1.2512512512512513e-05 0.00015635382871438065 0.0013142857142857142 0.0004934663161790524 
rose 0.0008397778975470965 0.0003128128128128128 0.0005570105147949811 0.00015584415584415584 0.0009442288165349175 
28 8.77379892959653e-05 0.00011261261261261261 0.00012703748583043427 0.0002077922077922078 0.0014614194748379628 
currency 5.0135993883408747e-05 0.0002127127127127127 0.0031173044599929643 3.6363636363636364e-05 0.00013285631589436025 
before 0.0006141659250717571 0.00028778778778778776 0.000840401829339796 0.00046753246753246754 0.0005931085530998225 
when 0.000940049885313914 0.000513013013013013 0.001123793143884611 0.00045194805194805196 0.00025622289493912337 
financial 0.00016294198012107842 0.00013763763763763765 0.0007622249149826057 0.000748051948051948 0.0005931085530998225 
International 0.00023814597094619155 0.00028778778778778776 0.0004886057147324395 0.0010753246753246754 0.0003368856581606992 
analysts 0.0006141659250717571 0.00043793793793793793 0.0006742758863307665 0.0006233766233766234 0.0004602522372054623 
January 0.0008021759021345399 0.000538038038038038 0.0008013133721612008 0.0002233766233766234 0.0006500469741974055 
due 0.000538961934246644 0.0005755755755755755 0.0005570105147949811 0.0003636363636363636 0.0007259648689941828 
subsidiary 0.0002506799694170437 3.7537537537537536e-05 2.931634288394637e-05 0.0012675324675324676 0.00046499710563026087 
25 0.00040108795106726997 0.0004004004004004004 0.00024430285736621975 0.0003896103896103896 0.0009537185533845146 
tender 3.760199541255656e-05 0.0006006006006006006 0.00037134034319665404 0.001387012987012987 3.795894739838864e-05 
nine 0.00011280598623766968 0.00022522522522522523 0.00016612594300902944 0.0002753246753246753 0.0012621350009964223 
month 0.0008147099006053922 0.0009884884884884884 0.001026072000938123 0.00028571428571428574 0.0002752023686383177 
through 0.0006392339220134615 0.0008383383383383384 0.0004788336004377907 0.0006545454545454545 0.000327395921311102 
qtr 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.0016939180276530931 
should 0.0007144379128385746 0.0007257257257257257 0.0007426806863933081 0.00035324675324675326 0.0004792317109046566 
results 0.00015040798165022625 0.00013763763763763765 5.863268576789274e-05 8.311688311688311e-05 0.0014898886853867543 
50 0.0008899138914305052 0.00033783783783783786 0.00018567017159832702 0.000587012987012987 0.0006025982899494197 
years 0.0006517679204843137 0.001051051051051051 0.00035179611460735646 0.0004051948051948052 0.0004839765793294552 
SAYS 0.0008021759021345399 0.00025025025025025025 0.0011531094867685571 0.0005402597402597403 0.00021351907911593612 
down 0.0009776518807264707 0.0007882882882882883 0.0009576672008755814 0.00015584415584415584 0.000384334342408685 
income 0.00011280598623766968 0.00023773773773773772 0.00011726537153578548 0.00014545454545454546 0.001333308027368401 
corn 5.0135993883408747e-05 0.004216716716716717 9.77211429464879e-06 3.1168831168831166e-05 4.74486842479858e-06 
while 0.0008899138914305052 0.0006756756756756757 0.0007719970292772544 0.00033246753246753244 0.000384334342408685 
time 0.0005264279357757918 0.0006381381381381381 0.0008110854864558496 0.0005402597402597403 0.0003226510528863035 
did 0.0008272438990762443 0.00043793793793793793 0.0008013133721612008 0.0005558441558441558 0.0002704575002135191 
grain 1.2533998470852187e-05 0.004241741741741742 9.77211429464879e-06 1.5584415584415583e-05 1.4234605274395742e-05 
announced 0.0003760199541255656 0.00043793793793793793 0.0002931634288394637 0.0009142857142857143 0.0003558651318598935 
rise 0.0008021759021345399 0.00033783783783783786 0.0013192354297775868 5.714285714285714e-05 0.0005124457898782467 
Japanese 0.00031334996177130467 0.00022522522522522523 0.001680803658679592 0.0005662337662337662 9.489736849597161e-05 
we 0.0007645739067219834 0.0008133133133133133 0.0008306297150451472 0.00035844155844155844 0.0003036715791871091 
sell 0.0002632139678878959 0.0002127127127127127 0.00023453074307157096 0.0013194805194805194 0.00013285631589436025 
crude 0.003910607522905883 3.7537537537537536e-05 9.77211429464879e-06 2.5974025974025975e-05 0.00010438710534556876 
capital 0.00020054397553363499 8.758758758758758e-05 0.000605871086268225 0.0005818181818181818 0.0006927507900205927 
mths 1.2533998470852187e-05 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 0.0016085103960067188 
acquire 7.520399082511312e-05 1.2512512512512513e-05 1.954422858929758e-05 0.0016623376623376624 5.219355267278438e-05 
New 0.0003760199541255656 0.00036286286286286285 0.00043974514325919553 0.0009610389610389611 0.00023724342123992902 
since 0.0006141659250717571 0.0007382382382382383 0.0009088066294023375 0.0004103896103896104 0.0002657126317887205 
bpd 0.004136219495381221 1.2512512512512513e-05 9.77211429464879e-06 5.194805194805194e-06 9.48973684959716e-06 
marks 1.2533998470852187e-05 1.2512512512512513e-05 0.001074932572411367 5.194805194805195e-05 0.0010106569744820976 
gas 0.0023062557186368025 1.2512512512512513e-05 1.954422858929758e-05 0.00035844155844155844 0.00037009973713428924 
growth 0.00021307797400448716 0.00017517517517517516 0.0012215142868310987 0.00014025974025974025 0.0006927507900205927 
sources 0.000739505909780279 0.0013513513513513514 0.0008990345151076887 0.0003012987012987013 4.2703815823187225e-05 
end 0.0006392339220134615 0.0004004004004004004 0.0005570105147949811 0.00025974025974025974 0.0006310675004982111 
only 0.0006643019189551659 0.0008383383383383384 0.0007231364578040105 0.0004103896103896104 0.00022775368439033187 
purchase 0.00021307797400448716 0.00023773773773773772 0.00011726537153578548 0.0012415584415584415 0.00015183578959355456 
debt 0.00032588396024215685 3.7537537537537536e-05 0.0006351874291521713 0.0004987012987012987 0.0006120880267990169 
