2.78004691308556 2.604246105992042 2.3811025546778324 1.275041441996732 0.7089970290419724 
be 5.38401208765292 5.065248770320509 5.427126503744353 5.118705944335669 5.822917849825421 
by 5.197314156259166 5.391846259021963 5.276994997668803 5.199234072080454 5.815219582399669 
compani 5.779005895893788 7.892753250156405 8.345977732962387 4.804344678193806 5.266176580176659 
at 5.208291214890317 5.199871270527366 4.934170172188216 5.473481101428966 5.981716098049226 
will 5.370940006085567 5.536780283744298 5.640597760416056 5.25295068855387 5.590849789362214 
inc 7.21330947620004 8.33100818108756 8.473811104472272 4.980609281279571 5.152436743164701 
with 5.537285959006644 5.606428678034139 5.368409430036067 5.192046260361621 6.076664024634592 
profit 8.10530751550515 8.618690253539341 8.620414578664148 7.556487709273298 4.468422046168028 
ha 5.779005895893788 5.6568595316610315 5.7184147827728635 5.075557207864937 6.417528362546682 
bank 6.905342732576753 9.534980985413496 4.4165078139305205 5.832021875779234 6.024275712468022 
wa 5.235138464926505 5.619630189892675 5.30910351607722 5.590374852900465 6.206219268879475 
he 5.237408613461044 5.750791351495235 5.122313391362389 5.8068738614960065 6.240824798056951 
oper 6.881532083883035 7.637861000527614 7.3307470532333285 6.390365129078459 4.861006762193186 
an 5.6071556389671295 5.681293556998313 5.877878201490768 5.420350823916917 6.259782711801565 
u.s. 5.630451201570652 4.848230812432981 5.226259479627405 6.218983512322839 6.977144150482105 
corp 6.759835148905515 8.38230147547511 9.079946908042587 5.228513382274433 5.493981109854701 
would 5.5434398245810215 5.56783868076427 5.640597760416056 5.539681738584947 6.601532005523621 
as 5.5130423473966506 5.758395950880454 5.50339663890257 5.759977637286645 6.274240794976795 
not 5.84771978844184 5.653417187470058 5.573389010722606 5.56926588969023 6.3981102766895805 
billion 6.21823786647277 6.907899846844953 5.427126503744353 6.821376329614321 5.27239605824368 
sale 7.372939621791923 6.414085568905499 7.61360983924916 5.7937157769184955 5.252977972386578 
1986 6.418908561934922 6.783445672371547 7.453979693657277 6.821376329614321 5.016635202005639 
or 6.679792441231979 6.39226652151086 6.674504429608834 5.707658013515197 5.594533034778511 
oil 4.060153197473821 7.637861000527614 8.520331120107164 7.431324566319292 7.2076678090939374 
market 6.249009525139524 5.691950851472301 4.8543304483781595 6.516715920628122 6.962545351060952 
stock 6.44138141778698 7.249203010735831 7.504410547284168 5.5134138117643365 5.777592871414046 
which 6.030878515648858 6.167685155427022 6.113815104264887 5.686885753281309 6.349843535719746 
rev 11.32418334037335 11.32674045464155 11.564853557830588 10.82415369831093 4.893422565582492 
qtr 9.71474542793925 11.32674045464155 11.564853557830588 11.517300878870875 4.898928850525514 
price 4.952571493141495 5.518597964661107 6.855323356518253 6.375637322368216 7.0325739554214355 
offer 7.635303886259415 6.156256459603399 7.375198815804162 5.135484861464778 7.864447345483008 
but 5.779005895893788 5.928577753123798 5.531767336031786 6.349661835964955 6.656909474992576 
had 6.09843666666015 6.522719409908294 5.759718588914099 5.895090057908487 6.59148166967012 
about 6.051183781809605 6.617210253329217 6.24184357869218 5.84569730257891 6.4119417558380425 
thi 5.99630717158377 5.616313437266681 5.598706818706895 6.697019313265839 6.588153879577446 
have 5.991464547107982 5.706339588924401 5.874494103506527 6.09676587959859 6.986996446925117 
one 6.200219360970092 6.5476169615300215 6.135507928876147 6.343980002497524 6.058894554122617 
last 5.755838836612254 5.89739482568711 6.067685332537386 6.619461078919964 6.423146354850906 
also 6.200219360970092 6.474710190721933 6.246733563986371 6.003872132705894 6.431632968728224 
are 6.046068681142834 5.762220047318857 5.930063954661338 6.26764868430412 6.865918515371881 
were 5.794754252861928 5.880003082975241 6.096793416695457 6.384447952050371 6.6712466381389826 
group 7.474035738663292 7.925543072979395 7.673033259719961 5.540949969572942 6.381761138688051 
expect 6.605684469078256 6.59935263592921 6.135507928876147 6.623199401030572 5.9999981428866755 
includ 7.31685015514088 7.266297444095132 7.594561644278466 6.7298091360888295 5.637253098455573 
per 6.426343540422439 6.363895824381643 8.269016691826259 6.568540988492708 5.927076957975829 
new 6.404202414545226 6.617210253329217 6.328411595000638 6.123673332518514 6.62883745621389 
report 6.051183781809605 5.994021661376181 6.837465739118247 7.180010138038385 6.090706381757631 
co 7.165300257013679 8.436368696745387 8.473811104472272 5.877168431291131 6.1277476534379804 
april 7.4323630422627245 6.762392263173715 7.182826923156706 7.213235785666706 5.647575770762992 
march 6.660744246261284 6.752029476138168 6.785730064719059 6.673113792412285 5.978099457579037 
two 6.670222990215827 6.466928050279879 6.458908083930007 6.45154628555354 6.274240794976795 
unit 6.729063490238762 7.283689186807001 7.170404403158149 5.782342786746225 6.773803226464075 
rate 7.45298232946546 7.283689186807001 4.871529889560639 8.572861899704435 7.284628850230066 
dollar 8.433811582477187 9.71730254220745 4.771387425250579 9.26600908026438 7.817927329848115 
quarter 7.335199293809077 9.129515877305332 8.099117655030861 8.221464012866546 5.534849453242893 
up 6.082436325313709 6.42890065469064 6.429055120780326 6.557958879162171 6.83994302896862 
they 6.293745418980915 6.106384629563226 5.857743293081712 6.513354572925417 7.991199051122152 
product 5.5434398245810215 6.0640502657366655 8.306757019809105 6.75512694407312 6.848526772660011 
industri 6.212195552016808 7.3013887639064015 6.630379624699896 6.327125670942542 6.632303664190375 
trade 6.917464093109098 5.98440620267674 5.451171377998357 7.193168222615897 7.613132917202102 
exchang 7.956887510386877 7.337756408077277 5.368409430036067 6.448396676650645 7.631825050214254 
dividend 10.631036159813405 11.32674045464155 11.564853557830588 8.68408753481466 5.439855345716394 
31 8.685126010758092 8.148686624293605 8.345977732962387 7.7106383891005565 5.569030741967575 
record 9.021598247379305 7.266297444095132 7.470508995608487 8.546886413301175 5.587180060473252 
first 7.00669522683704 7.394914821917225 7.195405705363566 6.634498956284505 6.08065604590413 
tonn 8.10530751550515 4.50454306402106 11.564853557830588 10.264537910375507 9.656206814711062 
end 6.858275221718768 7.1220478352505845 7.182826923156706 7.080549344507748 5.969114671171222 
earn 8.433811582477187 9.71730254220745 9.079946908042587 7.646099867962985 5.588401807723574 
may 7.090076835776092 6.302859933795275 7.065043887500322 6.858589925954755 6.266985624095623 
been 6.382540917764047 6.2704946492932425 6.328411595000638 6.523472703091001 7.284628850230066 
increas 6.389709407242659 6.59935263592921 7.208144731140996 7.180010138038385 6.197189862160081 
1987 7.075688098323992 6.474710190721933 7.901291911700941 7.7106383891005565 5.946125152946523 
buy 7.9229859587111955 6.884089198151234 6.819921429467337 5.8035680733615065 8.51107451040806 
more 6.614653139061017 6.161954480718037 6.434954842907514 6.623199401030572 7.32545084475032 
ltd 7.53999370645509 10.228128165973441 8.99990420036905 6.151324863849024 6.37100834691179 
agreement 7.335199293809077 6.783445672371547 6.323106542770945 6.074883168349082 8.269912453591171 
other 6.739215861702779 6.783445672371547 6.567641284066473 6.399307066454121 7.119114411752492 
than 6.596795521661011 6.139354648800796 6.6232111352212835 6.887438080292413 7.012060415588333 
note: 11.32418334037335 11.32674045464155 11.564853557830588 12.21044805943082 5.57745944930263 
interest 7.353891426821229 7.994535944466347 6.296995398767259 6.372717612264881 6.943406010850254 
total 6.759835148905515 6.239144119409167 7.032254064677332 6.673113792412285 6.957726064625003 
1985 7.298831649638202 7.266297444095132 7.557520372598117 8.403785569660501 5.920239324498225 
after 6.411528454637299 7.771392393152137 6.4528657694740446 7.028664509138736 6.653357073388208 
offici 6.159397366449837 5.946843101101091 6.063595347285861 7.350635655069149 8.894066762664165 
plan 6.869836044119843 7.050074335625496 7.652830552402442 6.259805506843095 6.982058165284534 
result 7.686597180646965 7.283689186807001 7.780663923912327 7.509967693638405 6.00184486547984 
stg 8.490969996317135 8.235698001283236 5.422816152243231 7.853739232741229 6.977144150482105 
month 6.472153076453734 6.590542006247055 6.50225852480362 7.474249611036326 6.689462078030324 
acquir 8.759233982911814 11.32674045464155 10.871706377270643 5.649417393534248 8.200919582104222 
wheat 10.631036159813405 4.675168581051824 10.871706377270643 12.21044805943082 12.295264144326321 
say 6.382540917764047 7.092633950044291 6.0235900126721615 6.803276287970703 7.951458722472638 
4th 11.32418334037335 11.32674045464155 11.564853557830588 12.21044805943082 5.667222768146789 
sharehold 9.93788897925346 10.228128165973441 10.871706377270643 5.956619247855349 6.861542140772082 
current 7.047517221357296 6.77286356304101 6.458908083930007 7.122851724198437 6.7345825133107935 
10 7.372939621791923 7.152353184745913 7.3307470532333285 7.297793173694769 6.240824798056951 
export 6.249009525139524 5.233170684596415 6.90141446371852 9.81255278663245 8.963059634151117 
acquisit 9.021598247379305 10.633593274081605 11.564853557830588 5.810190614122 7.4124622217399505 
common 9.378273191318037 9.380830305586237 8.674481799934423 6.009938885388131 6.919985736642157 
invest 7.45298232946546 8.55415173240177 7.61360983924916 6.254610689965991 6.818800592394811 
board 9.021598247379305 7.266297444095132 7.827183939547219 6.170193348153408 6.996946777778285 
gain 7.956887510386877 8.92884518184318 8.038493033214426 8.116103497208721 5.908384824963677 
intern 7.21330947620004 7.715822541997326 6.785730064719059 6.442127063637049 7.064155527471735 
sell 7.517520850603031 7.959444624655077 7.316358315781229 5.941351775724559 8.344020425744894 
set 7.5865137220899825 7.414717449213405 6.540973036984311 7.646099867962985 6.381761138688051 
if 6.71901315438526 6.44393853205518 6.405798258616058 6.81682051307846 7.864447345483008 
propos 7.119490720982385 6.762392263173715 7.421718831439055 6.221486642540958 7.938555317636729 
pay 7.713265427729127 8.436368696745387 8.306757019809105 7.625480580760249 6.047221269817892 
stake 9.126958763037132 11.32674045464155 11.564853557830588 5.761558665283964 8.324972230774199 
secur 7.768835278883937 9.71730254220745 6.846354686535493 6.1918548449345865 7.427729693870739 
three 7.075688098323992 7.078245212592192 7.208144731140996 7.226841437722485 6.511438961996584 
analyst 6.709062823532092 7.266297444095132 7.000505366362751 6.657488474509203 7.165365429403248 
six 7.827675778906871 8.107864629773351 6.819921429467337 7.667153277160818 6.271816551365289 
tax 6.472153076453734 8.38230147547511 7.557520372598117 8.99157223456262 6.186016561561956 
avg 11.32418334037335 9.71730254220745 11.564853557830588 12.21044805943082 5.795477103670467 
no 6.596795521661011 6.711619937800291 6.785730064719059 6.7381773857593465 7.74138725272578 
five 7.19704895532826 7.31940726940908 7.170404403158149 7.240634759854821 6.517611821103665 
today 6.472153076453734 7.356448541089429 6.122435847308794 7.057156464933042 7.977776030790011 
hold 7.713265427729127 8.761791097180014 7.247365444294277 6.148991140502805 7.660535156096685 
week 6.396929655216146 6.156256459603399 6.547573721015663 7.32764613684445 8.252212876491772 
cash 8.10530751550515 7.31940726940908 8.429359341901439 6.305086211376251 7.102307293436111 
busi 8.616133139271142 8.1912462387124 7.758191068060268 6.411355404970295 6.848526772660011 
prior 9.71474542793925 9.129515877305332 10.871706377270643 8.809250677768667 5.915141607426556 
currenc 9.71474542793925 8.33100818108756 5.2333517079368965 10.264537910375507 8.657677984599935 
purchas 7.991978830198147 6.932291299969112 7.302173680789272 6.221486642540958 8.363438511601995 
under 7.149796070477714 6.302859933795275 7.652830552402442 6.586430553243483 7.876423536529724 
could 6.791583847220095 6.573150263535187 6.595040258254587 6.9221810287362855 7.977776030790011 
their 6.881532083883035 6.826930784311286 6.333744940976001 6.88257189064124 8.306280097762047 
some 6.6894543521437155 6.6262600888491345 6.440889578427329 7.199812765334565 7.829356025671737 
told 6.749472361869969 6.99600711435522 6.644872632002462 6.979339442576235 7.524579519860657 
foreign 6.596795521661011 7.861004551841824 5.864409984439901 7.677848566277565 7.951458722472638 
all 7.061503463332036 7.064060577600236 7.557520372598117 6.464244868890668 7.650873245184949 
against 7.281132072538801 7.022675361437381 6.144318558558302 7.791607451634223 7.153600587823662 
merger 9.93788897925346 10.228128165973441 11.564853557830588 5.864811698602225 8.894066762664165 
we 6.545059847261822 6.635392572412407 6.674504429608834 7.2831943742736165 7.603916262097178 
govern 6.487901433421873 6.490458547690073 6.383070007538502 7.2904671336026965 8.657677984599935 
div 11.32418334037335 11.32674045464155 11.564853557830588 12.21044805943082 5.90334703093372 
approv 8.433811582477187 7.434920156530924 8.856803356728378 6.262413070250175 7.389989365887892 
meet 6.679792441231979 7.1836057282500185 6.588119815410013 7.039964064392669 7.585733943013987 
over 6.8468465258951445 6.692011466411915 6.9901425793272045 7.0119510281649955 7.443233880406704 
system 8.146129510025405 7.83023289317507 6.423190001327928 6.789913060158535 7.353621721717017 
nation 6.96747451368376 7.283689186807001 6.148753155626167 7.206501753485362 7.852612887836005 
make 7.517520850603031 6.982935032787867 7.345345852654481 6.634498956284505 7.368010459169117 
financi 8.37974436120691 8.687683125026293 7.158134310566335 6.623199401030572 6.95292989236151 
20 7.474035738663292 7.31940726940908 8.386799727482641 7.167022942511575 6.59148166967012 
american 7.740664401917241 8.38230147547511 8.306757019809105 6.3963175276057544 7.195397716502123 
15 8.10530751550515 7.689154294915165 7.736212161341492 7.8284214247569395 6.342020810038537 
agre 7.4323630422627245 8.107864629773351 6.864373192038172 6.343980002497524 8.927968314339848 
grain 11.32418334037335 5.007772340895117 11.564853557830588 10.601010146996721 11.196651855658212 
manag 8.233140887015034 8.282218016918128 7.557520372598117 6.364009284373097 7.594783778533905 
nine 9.126958763037132 8.33100818108756 8.731640213774371 8.116103497208721 6.190470911911336 
30 7.79782281575719 7.4555394437336595 8.009505496341173 7.305173280992392 6.588153879577446 
state 6.464370936011679 6.406759528813426 7.098945439176004 7.350635655069149 8.032584267285007 
complet 7.991978830198147 8.55415173240177 9.262268464836541 6.137403525330416 8.18439028015301 
major 7.562983224679789 6.895923655798238 6.411561963332809 7.226841437722485 7.69009395833823 
tender 10.225571051705241 6.826930784311286 7.693652546922697 6.241740499445456 10.215822602646485 
ad 6.670222990215827 7.152353184745913 6.959683371842496 7.320098931209067 7.427729693870739 
reserv 6.267937535025043 7.8003799300253895 6.166690856312835 8.42625842551256 7.96453080403999 
firm 7.45298232946546 8.84183380485355 7.557520372598117 6.3411511462970465 8.16812975928123 
own 7.9229859587111955 9.024155361647505 8.197557727844114 6.299651415390294 7.829356025671737 
yen 9.244741798693514 10.633593274081605 5.482634647454142 9.571390729815562 8.16812975928123 
continu 7.075688098323992 7.394914821917225 7.158134310566335 7.206501753485362 7.171300164923062 
gener 7.45298232946546 7.498099058152456 8.009505496341173 6.798802007575781 7.189318670425741 
mark 10.631036159813405 9.129515877305332 6.276586527136052 8.020793317404395 6.802202700985773 
japan 8.37974436120691 7.589070836358182 5.684320571429887 7.933781940414766 9.204221690968005 
credit 8.146129510025405 7.137085712615125 7.316358315781229 7.721811689698681 6.7345825133107935 
estim 6.942156705699469 6.289787852227922 7.1222023013402715 8.150005048884402 7.427729693870739 
bid 8.233140887015034 7.31940726940908 8.068345996364107 6.275553863811234 9.404892386430157 
level 6.791583847220095 6.95729260217453 6.256585860429383 8.99157223456262 7.631825050214254 
rais 6.52839279477661 8.068643916620069 7.803653442137025 7.199812765334565 7.232669111299355 
there 6.8468465258951445 6.752029476138168 6.567641284066473 7.528316832306602 8.269912453591171 
barrel 5.173580571927071 11.32674045464155 10.178559196710697 9.81255278663245 9.810357494538321 
made 7.53999370645509 7.022675361437381 7.453979693657277 6.853861784758808 7.631825050214254 
loan 7.53999370645509 7.283689186807001 8.038493033214426 7.268805636821517 6.910769081537232 
earlier 7.31685015514088 7.337756408077277 7.288187438814532 7.374166152479343 7.074908319247997 
take 7.495541943884256 7.498099058152456 6.769063012233847 6.917143234706328 7.91323750965244 
rise 6.749472361869969 7.498099058152456 6.3887038252567585 9.26600908026438 7.264826222933886 
announc 7.660621694243704 7.565540338947988 7.780663923912327 6.645927652108128 7.660535156096685 
asset 9.378273191318037 11.32674045464155 8.473811104472272 6.503337794681945 7.22635994210609 
issu 7.740664401917241 7.498099058152456 7.134036758987274 6.963423987270335 7.404915016104567 
corn 9.93788897925346 5.197690244581006 11.564853557830588 9.074953843501671 12.295264144326321 
four 7.517520850603031 7.565540338947988 7.803653442137025 7.537619224968915 6.777811247861614 
term 8.028346474369021 8.107864629773351 7.3904662879349505 6.526868292092139 7.991199051122152 
becaus 6.824373670043086 6.860832335986967 7.000505366362751 7.528316832306602 7.660535156096685 
period 7.991978830198147 7.167857371281879 7.61360983924916 8.2401561458787 6.639272333506469 
chang 7.149796070477714 7.03628101349316 6.637599872673383 7.961952817381462 7.375283218498197 
close 7.134528598346925 8.107864629773351 7.000505366362751 6.863340528713352 7.852612887836005 
import 6.326971066609236 6.0640502657366655 7.11050626157708 9.074953843501671 9.07638831945812 
cost 7.246645896467632 6.982935032787867 8.473811104472272 8.278622426706496 6.715534318340099 
into 7.263740329826931 7.337756408077277 7.208144731140996 6.88257189064124 7.951458722472638 
money 9.71474542793925 9.71730254220745 5.491809023730183 9.26600908026438 9.992679051332276 
time 7.22983877815125 7.1220478352505845 6.8920247233686815 7.193168222615897 7.829356025671737 
capit 8.32845106681936 9.380830305586237 7.345345852654481 6.968701044371179 7.074908319247997 
between 7.353891426821229 6.474710190721933 6.90141446371852 7.398263704058404 8.252212876491772 
crude 5.260398131685743 10.228128165973441 11.564853557830588 10.601010146996721 9.117210313978376 
subsidiari 8.10530751550515 10.228128165973441 10.466241269162477 6.470655147251587 7.524579519860657 
qtli 11.32418334037335 11.32674045464155 11.564853557830588 12.21044805943082 6.190470911911336 
ga 5.972325206897285 11.32674045464155 10.871706377270643 7.456857868324456 7.499473598729581 
cut 7.061503463332036 7.199606069596459 6.411561963332809 8.381806662941726 7.751969362056317 
ani 7.22983877815125 7.00925234110524 7.260788464626418 7.034298326856992 8.200919582104222 
around 7.263740329826931 7.414717449213405 6.1095324424728865 8.318627761320194 8.306280097762047 
feder 7.9229859587111955 8.107864629773351 6.744571992225551 7.0119510281649955 7.852612887836005 
franc 9.126958763037132 8.030903588637221 6.630379624699896 8.116103497208721 6.957726064625003 
split 10.631036159813405 9.71730254220745 10.871706377270643 9.72554140964282 6.25025883029031 
dealer 9.93788897925346 8.282218016918128 5.673209346004817 8.360300457720763 10.098039566990101 
statement 7.149796070477714 8.1912462387124 7.633027925106262 6.947757870525936 7.594783778533905 
central 8.685126010758092 8.687683125026293 5.70978163562816 8.626929120974712 8.999427278321992 
servic 8.066086802351869 8.282218016918128 8.429359341901439 6.794347657226401 7.318530401905747 
see 7.517520850603031 7.83023289317507 7.453979693657277 8.42625842551256 6.761874655598802 
februari 6.570593149266986 7.3013887639064015 6.864373192038172 8.2401561458787 7.680143627485062 
declin 7.00669522683704 7.771392393152137 6.882722330706368 7.656571167830281 7.499473598729581 
further 7.9229859587111955 7.637861000527614 6.2516475787888 7.699588552913971 8.136381060966649 
control 8.759233982911814 8.436368696745387 7.714705956120529 6.473875761951629 8.631702498196676 
lower 7.353891426821229 7.078245212592192 7.3307470532333285 8.713940497964341 7.001959319601829 
world 6.881532083883035 6.884089198151234 7.405970474470916 7.509967693638405 7.938555317636729 
now 7.165300257013679 7.266297444095132 6.8920247233686815 7.350635655069149 8.136381060966649 
spokesman 7.061503463332036 7.565540338947988 7.652830552402442 6.877729266165452 8.363438511601995 
company' 8.433811582477187 10.633593274081605 11.564853557830588 7.0064413723540255 6.9339719786168965 
valu 8.028346474369021 7.8003799300253895 7.539501867095439 6.86811380746601 7.817927329848115 
33 6.739215861702779 6.7017676413572795 8.038493033214426 7.240634759854821 
depart 7.517520850603031 5.99886428585197 8.620414578664148 7.595327542589562 8.739916082836908 
chairman 8.32845106681936 8.33100818108756 8.038493033214426 6.858589925954755 7.499473598729581 
countri 6.623702974580935 6.692011466411915 6.6090265002293265 8.99157223456262 9.07638831945812 
futur 7.119490720982385 6.804951877592511 7.065043887500322 7.8929599458945106 7.9258162918593 
note 8.233140887015034 7.994535944466347 7.11050626157708 7.500917858118487 7.245408137076784 
compar 7.635303886259415 7.337756408077277 7.288187438814532 8.809250677768667 6.967387975536741 
incom 9.021598247379305 8.235698001283236 9.079946908042587 8.809250677768667 6.505303973429068 
while 6.99345000008702 7.199606069596459 7.053994051313738 7.8284214247569395 7.7734755672772815 
produc 6.3613387101134435 6.459206004185969 8.792264835590807 7.947768182389506 8.606384690212385 
exclud 9.244741798693514 9.247298912961716 9.955415645396487 9.43785933719104 6.406386185993441 
when 6.96747451368376 7.476592852931493 6.785730064719059 7.646099867962985 8.252212876491772 
mth 11.32418334037335 11.32674045464155 11.564853557830588 12.21044805943082 6.324002304535859 
rose 7.075688098323992 7.994535944466347 7.4873161139248685 8.546886413301175 6.996946777778285 
financ 8.279660902649928 9.024155361647505 6.736539820528287 7.0513927602162925 8.105609402299896 
sourc 7.075688098323992 6.539248711859505 6.882722330706368 7.756100763177313 9.89736887152795 
januari 7.090076835776092 7.498099058152456 7.087516743352381 8.449247943737259 7.304831557547585 
day 6.200219360970092 7.861004551841824 7.182826923156706 7.744539940776238 9.117210313978376 
outstand 10.225571051705241 10.228128165973441 9.262268464836541 6.540567136450301 7.852612887836005 
revenu 7.165300257013679 9.247298912961716 10.871706377270643 7.656571167830281 6.90163659797396 
12 8.433811582477187 8.38230147547511 8.99990420036905 8.259204340849394 6.639272333506469 
presid 6.802394763324311 8.068643916620069 7.736212161341492 7.2831943742736165 7.852612887836005 
develop 6.858275221718768 7.994535944466347 7.557520372598117 7.595327542589562 7.541673953219957 
due 7.45298232946546 7.476592852931493 7.521802289996037 7.91998861828243 7.239018338978013 
befor 7.372939621791923 8.1912462387124 7.098945439176004 7.688659482381781 7.45107705786773 
28 9.378273191318037 9.129515877305332 8.99990420036905 8.521568605316885 6.565164361352747 
receiv 8.55159461813357 7.283689186807001 8.92579622821533 6.830550705890362 8.018598025310267 
sinc 7.372939621791923 7.167857371281879 6.90141446371852 7.733111244952615 8.120876874430683 
payment 8.10530751550515 6.59935263592921 7.758191068060268 7.853739232741229 7.567876325613981 
down 6.917464093109098 7.107232749465444 6.920462658689215 8.776460854945675 7.817927329848115 
commiss 8.759233982911814 7.078245212592192 9.367628980494368 6.789913060158535 8.28793095909385 
growth 8.146129510025405 8.493527110585335 6.689656234629436 8.843152229444348 7.153600587823662 
fall 7.298831649638202 7.167857371281879 6.560907251885128 10.013223482094602 7.751969362056317 
fund 9.021598247379305 9.129515877305332 6.574420971051851 7.519100177201677 7.74138725272578 
recent 7.412160334945205 7.232395892419451 6.979886079160016 7.635737080927439 8.136381060966649 
through 7.392357707649025 7.092633950044291 7.633027925106262 7.3662609729722295 8.032584267285007 
should 7.246645896467632 7.21586659046824 7.208144731140996 7.990940354254715 7.680143627485062 
25 7.858447437573624 7.861004551841824 8.345977732962387 7.8929599458945106 6.991959236267245 
debt 7.827675778906871 10.228128165973441 7.158134310566335 7.60527787344273 7.311657522617985 
reduc 7.686597180646965 7.022675361437381 7.405970474470916 8.08331367438573 7.491243099593065 
50 7.061503463332036 8.030903588637221 8.620414578664148 7.474249611036326 7.443233880406704 
japanes 8.066086802351869 8.33100818108756 6.400067583907074 7.456857868324456 9.250741706602899 
polici 7.562983224679789 7.337756408077277 6.222519305865776 8.776460854945675 9.29953187077233 
higher 7.181048613981819 7.434920156530924 7.953935645186363 8.546886413301175 7.165365429403248 
use 7.298831649638202 6.970031627951959 7.557520372598117 7.500917858118487 8.269912453591171 
accord 7.181048613981819 7.266297444095132 6.554218263734332 8.08331367438573 9.204221690968005 
agricultur 9.244741798693514 5.527647800181025 10.871706377270643 10.264537910375507 10.349353995271008 
remain 7.474035738663292 7.743221516185441 7.170404403158149 7.547008965318754 7.91323750965244 
annual 7.635303886259415 7.771392393152137 8.569121284276596 7.699588552913971 7.195397716502123 
both 7.53999370645509 8.107864629773351 7.927267398104202 7.500917858118487 7.4124622217399505 
did 7.134528598346925 7.743221516185441 7.158134310566335 7.537619224968915 8.252212876491772 
energi 5.948904932689186 10.228128165973441 10.871706377270643 8.132910615525102 8.090571524935354 
bill 9.021598247379305 6.682349555500179 6.222519305865776 9.26600908026438 10.685826231892221 
bpd 5.498183232992901 11.32674045464155 11.564853557830588 11.517300878870875 11.602116963766376 
addit 7.890196135888205 7.434920156530924 8.306757019809105 7.3429136089752385 7.603916262097178 
econom 7.392357707649025 7.689154294915165 6.266536191282551 8.713940497964341 9.250741706602899 
program 7.991978830198147 5.928577753123798 9.079946908042587 8.472778441147453 8.631702498196676 
jan 9.93788897925346 10.633593274081605 10.871706377270643 9.165925621707398 6.549060953786168 
onli 7.22983877815125 7.03628101349316 7.208144731140996 7.803728812166568 8.42406313341843 
investor 8.685126010758092 10.228128165973441 7.758191068060268 6.709189848886094 8.829528241526594 
fiscal 8.433811582477187 8.282218016918128 7.927267398104202 9.032394229082875 6.8272040031911905 
eight 8.279660902649928 8.33100818108756 8.038493033214426 8.2401561458787 6.962545351060952 
part 7.827675778906871 7.5200779648712315 8.130866353345441 7.0746496223805595 8.28793095909385 
west 7.412160334945205 8.107864629773351 6.581246936122251 7.976341554833562 8.557594526042953 
sold 8.685126010758092 7.476592852931493 8.163656176168432 6.974006096600872 8.344020425744894 
canadian 7.372939621791923 7.199606069596459 8.232649047655384 7.448274124633065 8.018598025310267 
talk 8.066086802351869 7.5200779648712315 7.453979693657277 7.023062253590066 9.29953187077233 
opec 5.540358158043613 11.32674045464155 10.871706377270643 12.21044805943082 12.295264144326321 
associ 8.066086802351869 7.1836057282500185 8.473811104472272 7.2831943742736165 7.900814989653883 
transact 9.126958763037132 9.247298912961716 7.673033259719961 6.705116523498458 9.404892386430157 
well 6.596795521661011 8.282218016918128 7.8759741037166515 7.976341554833562 7.840916848072814 
provid 8.146129510025405 7.637861000527614 7.274394116682196 7.206501753485362 8.557594526042953 
minist 6.382540917764047 7.83023289317507 6.7608325130973315 8.914611193426492 11.602116963766376 
base 7.713265427729127 7.83023289317507 7.437719172785496 7.3901664938257845 8.090571524935354 
